Data,Età,Daily_extinct,Extinct,Infected,Recovered
2020-12-08,0-9,,0.0,0.038244012243456214,0.03815395885477077
2020-12-08,10-19,,0.0,0.08669538157384016,0.08621241768116035
2020-12-08,20-29,,0.0005099439061703213,0.12385419059015984,0.12621383138574108
2020-12-08,30-39,,0.0021587625361210267,0.12588760356773993,0.12767680142912682
2020-12-08,40-49,,0.008720040795512493,0.1600916513220542,0.1678849158792225
2020-12-08,50-59,,0.03394526602073772,0.18143845836674227,0.18889128076280073
2020-12-08,60-69,,0.09768825429202788,0.11503960051627737,0.10919368502447743
2020-12-08,70-79,,0.2525072242053374,0.0822202613352029,0.07379323713716254
2020-12-08,80-89,,0.4128675845656978,0.0642700866685201,0.0589846816540772
2020-12-08,>90,,0.19160292367839538,0.022258753816007015,0.022995190191460582
2020-12-09,0-9,0.0,0.0,0.038136323473493876,0.0383846220868721
2020-12-09,10-19,0.0,0.0,0.0861233679015858,0.08651735740869053
2020-12-09,20-29,0.001838235294117647,0.0005221140566577964,0.12369753554165287,0.1259962824816095
2020-12-09,30-39,0.001838235294117647,0.0021558257823289656,0.1259160678088506,0.12748474199343626
2020-12-09,40-49,0.007352941176470588,0.008707515073938087,0.16001882059432593,0.16774160757776294
2020-12-09,50-59,0.04044117647058824,0.034004783238454545,0.18116463369597627,0.18885491305736846
2020-12-09,60-69,0.08823529411764706,0.09760164381715902,0.11499848176891703,0.10938673393604707
2020-12-09,70-79,0.2610294117647059,0.2525853066999023,0.08235241015764984,0.07402985631957382
2020-12-09,80-89,0.38786764705882354,0.41263852864890355,0.06496798036968243,0.05881852618651487
2020-12-09,>90,0.2113970588235294,0.1917842826826557,0.022624378687865366,0.022785358952124503
2020-12-10,0-9,0.0,0.0,0.03823649401605029,0.0384455758412538
2020-12-10,10-19,0.0,0.0,0.08596023842706044,0.08669362294900085
2020-12-10,20-29,0.0,0.0005185073678224363,0.12361079547788088,0.12597028234240232
2020-12-10,30-39,0.002421307506053269,0.0021576596919062672,0.1259052589211641,0.12743007186972227
2020-12-10,40-49,0.004842615012106538,0.008680816899994982,0.15988001982328798,0.1678439494240971
2020-12-10,50-59,0.01694915254237288,0.03388696539381471,0.18119689946252604,0.18877924201892693
2020-12-10,60-69,0.06779661016949153,0.09739575493000151,0.11502435471638187,0.10943798616846855
2020-12-10,70-79,0.2106537530266344,0.25229564955592354,0.0823898561716412,0.07406916587564771
2020-12-10,80-89,0.45036319612590797,0.41289912522789235,0.06511429877856785,0.058650460023751114
2020-12-10,>90,0.2469733656174334,0.19216552093264422,0.022681784205439356,0.02267964348672937
2020-12-11,0-9,0.0,0.0,0.03823649401605029,0.0384455758412538
2020-12-11,10-19,0.0,0.0,0.08596023842706044,0.08669362294900085
2020-12-11,20-29,0.0,0.0005185073678224363,0.12361079547788088,0.12597028234240232
2020-12-11,30-39,0.002421307506053269,0.0021576596919062672,0.1259052589211641,0.12743007186972227
2020-12-11,40-49,0.004842615012106538,0.008680816899994982,0.15988001982328798,0.1678439494240971
2020-12-11,50-59,0.01694915254237288,0.03388696539381471,0.18119689946252604,0.18877924201892693
